Shot Number,Number of events (secondary e.),Anode ID,Electrons in wire,Gas amplification  coefficient
20,1,0,0,1
20,1,1,0,1
20,1,2,0,1
20,1,3,0,1
20,1,4,0,1
20,1,5,0,1
20,1,6,0,1
20,1,7,0,1
20,1,8,0,1
20,1,9,0,1
20,1,10,0,1
20,1,11,0,1
20,1,12,0,1
20,1,13,0,1
20,1,14,0,1
20,1,15,0,1
20,1,16,0,1
20,1,17,0,1
20,1,18,0,1
20,1,19,0,1
20,1,20,0,1
20,1,21,0,1
20,1,22,0,1
20,1,23,0,1
20,1,24,0,1
20,1,25,0,1
20,1,26,0,1
20,1,27,0,1
20,1,28,0,1
20,1,29,0,1
20,1,30,0,1
20,1,31,0,1
20,1,32,1,1
20,1,33,0,1
20,1,34,0,1
20,1,35,0,1
20,1,36,0,1
20,1,37,0,1
20,1,38,0,1
20,1,39,0,1
20,1,40,0,1
20,1,41,0,1
20,1,42,0,1
20,1,43,0,1
20,1,44,0,1
20,1,45,0,1
20,1,46,0,1
20,1,47,0,1
20,1,48,0,1
20,1,49,0,1
20,1,50,0,1
20,1,51,0,1
20,1,52,0,1
20,1,53,0,1
20,1,54,0,1
20,1,55,0,1
20,1,56,0,1
20,1,57,0,1
20,1,58,0,1
20,1,59,0,1
20,1,60,0,1
20,1,61,0,1
20,1,62,0,1
20,1,63,0,1
20,2,0,0,1
20,2,1,0,1
20,2,2,0,1
20,2,3,0,1
20,2,4,0,1
20,2,5,0,1
20,2,6,0,1
20,2,7,0,1
20,2,8,0,1
20,2,9,0,1
20,2,10,0,1
20,2,11,0,1
20,2,12,0,1
20,2,13,0,1
20,2,14,0,1
20,2,15,0,1
20,2,16,0,1
20,2,17,0,1
20,2,18,0,1
20,2,19,0,1
20,2,20,0,1
20,2,21,0,1
20,2,22,0,1
20,2,23,0,1
20,2,24,0,1
20,2,25,0,1
20,2,26,0,1
20,2,27,0,1
20,2,28,0,1
20,2,29,0,1
20,2,30,0,1
20,2,31,0,1
20,2,32,2,1
20,2,33,0,1
20,2,34,0,1
20,2,35,0,1
20,2,36,0,1
20,2,37,0,1
20,2,38,0,1
20,2,39,0,1
20,2,40,0,1
20,2,41,0,1
20,2,42,0,1
20,2,43,0,1
20,2,44,0,1
20,2,45,0,1
20,2,46,0,1
20,2,47,0,1
20,2,48,0,1
20,2,49,0,1
20,2,50,0,1
20,2,51,0,1
20,2,52,0,1
20,2,53,0,1
20,2,54,0,1
20,2,55,0,1
20,2,56,0,1
20,2,57,0,1
20,2,58,0,1
20,2,59,0,1
20,2,60,0,1
20,2,61,0,1
20,2,62,0,1
20,2,63,0,1
20,3,0,0,1
20,3,1,0,1
20,3,2,0,1
20,3,3,0,1
20,3,4,0,1
20,3,5,0,1
20,3,6,0,1
20,3,7,0,1
20,3,8,0,1
20,3,9,0,1
20,3,10,0,1
20,3,11,0,1
20,3,12,0,1
20,3,13,0,1
20,3,14,0,1
20,3,15,0,1
20,3,16,0,1
20,3,17,0,1
20,3,18,0,1
20,3,19,0,1
20,3,20,0,1
20,3,21,0,1
20,3,22,0,1
20,3,23,0,1
20,3,24,0,1
20,3,25,0,1
20,3,26,0,1
20,3,27,0,1
20,3,28,0,1
20,3,29,0,1
20,3,30,0,1
20,3,31,0,1
20,3,32,3,1
20,3,33,0,1
20,3,34,0,1
20,3,35,0,1
20,3,36,0,1
20,3,37,0,1
20,3,38,0,1
20,3,39,0,1
20,3,40,0,1
20,3,41,0,1
20,3,42,0,1
20,3,43,0,1
20,3,44,0,1
20,3,45,0,1
20,3,46,0,1
20,3,47,0,1
20,3,48,0,1
20,3,49,0,1
20,3,50,0,1
20,3,51,0,1
20,3,52,0,1
20,3,53,0,1
20,3,54,0,1
20,3,55,0,1
20,3,56,0,1
20,3,57,0,1
20,3,58,0,1
20,3,59,0,1
20,3,60,0,1
20,3,61,0,1
20,3,62,0,1
20,3,63,0,1
20,4,0,0,1
20,4,1,0,1
20,4,2,0,1
20,4,3,0,1
20,4,4,0,1
20,4,5,0,1
20,4,6,0,1
20,4,7,0,1
20,4,8,0,1
20,4,9,0,1
20,4,10,0,1
20,4,11,0,1
20,4,12,0,1
20,4,13,0,1
20,4,14,0,1
20,4,15,0,1
20,4,16,0,1
20,4,17,0,1
20,4,18,0,1
20,4,19,0,1
20,4,20,0,1
20,4,21,0,1
20,4,22,0,1
20,4,23,0,1
20,4,24,0,1
20,4,25,0,1
20,4,26,0,1
20,4,27,0,1
20,4,28,0,1
20,4,29,0,1
20,4,30,0,1
20,4,31,0,1
20,4,32,4,1
20,4,33,0,1
20,4,34,0,1
20,4,35,0,1
20,4,36,0,1
20,4,37,0,1
20,4,38,0,1
20,4,39,0,1
20,4,40,0,1
20,4,41,0,1
20,4,42,0,1
20,4,43,0,1
20,4,44,0,1
20,4,45,0,1
20,4,46,0,1
20,4,47,0,1
20,4,48,0,1
20,4,49,0,1
20,4,50,0,1
20,4,51,0,1
20,4,52,0,1
20,4,53,0,1
20,4,54,0,1
20,4,55,0,1
20,4,56,0,1
20,4,57,0,1
20,4,58,0,1
20,4,59,0,1
20,4,60,0,1
20,4,61,0,1
20,4,62,0,1
20,4,63,0,1
20,5,0,0,1
20,5,1,0,1
20,5,2,0,1
20,5,3,0,1
20,5,4,0,1
20,5,5,0,1
20,5,6,0,1
20,5,7,0,1
20,5,8,0,1
20,5,9,0,1
20,5,10,0,1
20,5,11,0,1
20,5,12,0,1
20,5,13,0,1
20,5,14,0,1
20,5,15,0,1
20,5,16,0,1
20,5,17,0,1
20,5,18,0,1
20,5,19,0,1
20,5,20,0,1
20,5,21,0,1
20,5,22,0,1
20,5,23,0,1
20,5,24,0,1
20,5,25,0,1
20,5,26,0,1
20,5,27,0,1
20,5,28,0,1
20,5,29,0,1
20,5,30,0,1
20,5,31,0,1
20,5,32,5,1
20,5,33,0,1
20,5,34,0,1
20,5,35,0,1
20,5,36,0,1
20,5,37,0,1
20,5,38,0,1
20,5,39,0,1
20,5,40,0,1
20,5,41,0,1
20,5,42,0,1
20,5,43,0,1
20,5,44,0,1
20,5,45,0,1
20,5,46,0,1
20,5,47,0,1
20,5,48,0,1
20,5,49,0,1
20,5,50,0,1
20,5,51,0,1
20,5,52,0,1
20,5,53,0,1
20,5,54,0,1
20,5,55,0,1
20,5,56,0,1
20,5,57,0,1
20,5,58,0,1
20,5,59,0,1
20,5,60,0,1
20,5,61,0,1
20,5,62,0,1
20,5,63,0,1
20,6,0,0,1
20,6,1,0,1
20,6,2,0,1
20,6,3,0,1
20,6,4,0,1
20,6,5,0,1
20,6,6,0,1
20,6,7,0,1
20,6,8,0,1
20,6,9,0,1
20,6,10,0,1
20,6,11,0,1
20,6,12,0,1
20,6,13,0,1
20,6,14,0,1
20,6,15,0,1
20,6,16,0,1
20,6,17,0,1
20,6,18,0,1
20,6,19,0,1
20,6,20,0,1
20,6,21,0,1
20,6,22,0,1
20,6,23,0,1
20,6,24,0,1
20,6,25,0,1
20,6,26,0,1
20,6,27,0,1
20,6,28,0,1
20,6,29,0,1
20,6,30,0,1
20,6,31,0,1
20,6,32,6,1
20,6,33,0,1
20,6,34,0,1
20,6,35,0,1
20,6,36,0,1
20,6,37,0,1
20,6,38,0,1
20,6,39,0,1
20,6,40,0,1
20,6,41,0,1
20,6,42,0,1
20,6,43,0,1
20,6,44,0,1
20,6,45,0,1
20,6,46,0,1
20,6,47,0,1
20,6,48,0,1
20,6,49,0,1
20,6,50,0,1
20,6,51,0,1
20,6,52,0,1
20,6,53,0,1
20,6,54,0,1
20,6,55,0,1
20,6,56,0,1
20,6,57,0,1
20,6,58,0,1
20,6,59,0,1
20,6,60,0,1
20,6,61,0,1
20,6,62,0,1
20,6,63,0,1
20,7,0,0,1
20,7,1,0,1
20,7,2,0,1
20,7,3,0,1
20,7,4,0,1
20,7,5,0,1
20,7,6,0,1
20,7,7,0,1
20,7,8,0,1
20,7,9,0,1
20,7,10,0,1
20,7,11,0,1
20,7,12,0,1
20,7,13,0,1
20,7,14,0,1
20,7,15,0,1
20,7,16,0,1
20,7,17,0,1
20,7,18,0,1
20,7,19,0,1
20,7,20,0,1
20,7,21,0,1
20,7,22,0,1
20,7,23,0,1
20,7,24,0,1
20,7,25,0,1
20,7,26,0,1
20,7,27,0,1
20,7,28,0,1
20,7,29,0,1
20,7,30,0,1
20,7,31,0,1
20,7,32,7,1
20,7,33,0,1
20,7,34,0,1
20,7,35,0,1
20,7,36,0,1
20,7,37,0,1
20,7,38,0,1
20,7,39,0,1
20,7,40,0,1
20,7,41,0,1
20,7,42,0,1
20,7,43,0,1
20,7,44,0,1
20,7,45,0,1
20,7,46,0,1
20,7,47,0,1
20,7,48,0,1
20,7,49,0,1
20,7,50,0,1
20,7,51,0,1
20,7,52,0,1
20,7,53,0,1
20,7,54,0,1
20,7,55,0,1
20,7,56,0,1
20,7,57,0,1
20,7,58,0,1
20,7,59,0,1
20,7,60,0,1
20,7,61,0,1
20,7,62,0,1
20,7,63,0,1
20,8,0,0,1
20,8,1,0,1
20,8,2,0,1
20,8,3,0,1
20,8,4,0,1
20,8,5,0,1
20,8,6,0,1
20,8,7,0,1
20,8,8,0,1
20,8,9,0,1
20,8,10,0,1
20,8,11,0,1
20,8,12,0,1
20,8,13,0,1
20,8,14,0,1
20,8,15,0,1
20,8,16,0,1
20,8,17,0,1
20,8,18,0,1
20,8,19,0,1
20,8,20,0,1
20,8,21,0,1
20,8,22,0,1
20,8,23,0,1
20,8,24,0,1
20,8,25,0,1
20,8,26,0,1
20,8,27,0,1
20,8,28,0,1
20,8,29,0,1
20,8,30,0,1
20,8,31,0,1
20,8,32,8,1
20,8,33,0,1
20,8,34,0,1
20,8,35,0,1
20,8,36,0,1
20,8,37,0,1
20,8,38,0,1
20,8,39,0,1
20,8,40,0,1
20,8,41,0,1
20,8,42,0,1
20,8,43,0,1
20,8,44,0,1
20,8,45,0,1
20,8,46,0,1
20,8,47,0,1
20,8,48,0,1
20,8,49,0,1
20,8,50,0,1
