Shot Number,Secondary Electron Number,Anode ID,Electrons in wire,Gas amplification  coefficient
,,,,1
5,1,0,0
5,1,1,1
5,1,2,0
5,1,3,0
5,1,4,0
5,1,5,0
5,1,6,0
5,1,7,0
5,1,8,0
5,1,9,0
5,1,10,0
5,1,11,0
5,1,12,0
5,1,13,0
5,1,14,0
5,1,15,0
5,1,16,0
5,1,17,0
5,1,18,0
5,1,19,0
5,1,20,0
5,1,21,0
5,1,22,0
5,1,23,0
5,1,24,0
5,1,25,0
5,1,26,0
5,1,27,0
5,1,28,0
5,1,29,0
5,1,30,0
5,1,31,0
5,1,32,0
5,1,33,0
5,1,34,0
5,1,35,0
5,1,36,0
5,1,37,0
5,1,38,0
5,1,39,0
5,1,40,0
5,1,41,0
5,1,42,0
5,1,43,0
5,1,44,0
5,1,45,0
5,1,46,0
5,1,47,0
5,1,48,0
5,1,49,0
5,1,50,0
5,1,51,0
5,1,52,0
5,1,53,0
5,1,54,0
5,1,55,0
5,1,56,0
5,1,57,0
5,1,58,0
5,1,59,0
5,1,60,0
5,1,61,0
5,1,62,0
5,1,63,0
,,,,1
5,2,0,0
5,2,1,2
5,2,2,0
5,2,3,0
5,2,4,0
5,2,5,0
5,2,6,0
5,2,7,0
5,2,8,0
5,2,9,0
5,2,10,0
5,2,11,0
5,2,12,0
5,2,13,0
5,2,14,0
5,2,15,0
5,2,16,0
5,2,17,0
5,2,18,0
5,2,19,0
5,2,20,0
5,2,21,0
5,2,22,0
5,2,23,0
5,2,24,0
5,2,25,0
5,2,26,0
5,2,27,0
5,2,28,0
5,2,29,0
5,2,30,0
5,2,31,0
5,2,32,0
5,2,33,0
5,2,34,0
5,2,35,0
5,2,36,0
5,2,37,0
5,2,38,0
5,2,39,0
5,2,40,0
5,2,41,0
5,2,42,0
5,2,43,0
5,2,44,0
5,2,45,0
5,2,46,0
5,2,47,0
5,2,48,0
5,2,49,0
5,2,50,0
5,2,51,0
5,2,52,0
5,2,53,0
5,2,54,0
5,2,55,0
5,2,56,0
5,2,57,0
5,2,58,0
5,2,59,0
5,2,60,0
5,2,61,0
5,2,62,0
5,2,63,0
Shot Number,Secondary Electron Number,Anode ID,Electrons in wire,Gas amplification  coefficient
,,,,1
7,1,0,0
7,1,1,0
7,1,2,1
7,1,3,0
7,1,4,0
7,1,5,0
7,1,6,0
7,1,7,0
7,1,8,0
7,1,9,0
7,1,10,0
7,1,11,0
7,1,12,0
7,1,13,0
7,1,14,0
7,1,15,0
7,1,16,0
7,1,17,0
7,1,18,0
7,1,19,0
7,1,20,0
7,1,21,0
7,1,22,0
7,1,23,0
7,1,24,0
7,1,25,0
7,1,26,0
7,1,27,0
7,1,28,0
7,1,29,0
7,1,30,0
7,1,31,0
7,1,32,0
7,1,33,0
7,1,34,0
7,1,35,0
7,1,36,0
7,1,37,0
7,1,38,0
7,1,39,0
7,1,40,0
7,1,41,0
7,1,42,0
7,1,43,0
7,1,44,0
7,1,45,0
7,1,46,0
7,1,47,0
7,1,48,0
7,1,49,0
7,1,50,0
7,1,51,0
7,1,52,0
7,1,53,0
7,1,54,0
7,1,55,0
7,1,56,0
7,1,57,0
7,1,58,0
7,1,59,0
7,1,60,0
7,1,61,0
7,1,62,0
7,1,63,0
,,,,1
7,2,0,0
7,2,1,0
7,2,2,1
7,2,3,1
7,2,4,0
7,2,5,0
7,2,6,0
7,2,7,0
7,2,8,0
7,2,9,0
7,2,10,0
7,2,11,0
7,2,12,0
7,2,13,0
7,2,14,0
7,2,15,0
7,2,16,0
7,2,17,0
7,2,18,0
7,2,19,0
7,2,20,0
7,2,21,0
7,2,22,0
7,2,23,0
7,2,24,0
7,2,25,0
7,2,26,0
7,2,27,0
7,2,28,0
7,2,29,0
7,2,30,0
7,2,31,0
7,2,32,0
7,2,33,0
7,2,34,0
7,2,35,0
7,2,36,0
7,2,37,0
7,2,38,0
7,2,39,0
7,2,40,0
7,2,41,0
7,2,42,0
7,2,43,0
7,2,44,0
7,2,45,0
7,2,46,0
7,2,47,0
